ID,Title,Genres,movieId,tmdbId,Overview,Keyword,Network
1799,Suicide Kings (1997),Crime|Drama,1799.0,10668.0,"Carlo, a former mobster, is abducted by five privileged young men desperate to raise a $2 million ransom to save the sister of a friend. As Carlo plays mind games, however, his captors splinter -- each wondering whether one of their own had a hand in the crime.","ransom, kidnapping, hostage, rain, sister, betrayal, mobster, hospital, mansion, poker game, killer, alcoholic, group of friends, hoodlum",Mediaworks
1801,"Man in the Iron Mask, The (1998)",Action|Drama|Romance,1801.0,9313.0,"Years have passed since the Three Musketeers, Aramis, Athos and Porthos, have fought together with their friend, D'Artagnan. But with the tyrannical King Louis using his power to wreak havoc in the kingdom while his twin brother, Philippe, remains imprisoned, the Musketeers reunite to abduct Louis and replace him with Philippe.","mask, france, swordplay, loyalty, palace, bastille, sword fight, remake, royalty, rural area, conspiracy, musketeer, twins, period drama, swashbuckler, tyrant, palace intrigue, baroque, 17th century, louis xiv",United Artists
1804,"Newton Boys, The (1998)",Crime|Drama,1804.0,42807.0,"The story of the Newton gang, the most successful bank robbers in history, owing to their good planning and minimal violence.","robbery, based on novel or book, gangster, bank robber, based on true story, nitroglycerin, thief, crime spree, brother brother relationship, blown safe",Detour Filmproduction
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller,1805.0,617.0,"When teen-socialite Kelly Van Ryan and troubled bad girl Suzie Toller accuse guidance counselor Sam Lombardo of rape, he's suspended by the school, rejected by the town, and fighting to get his life back. One cop suspects conspiracy, but nothing is what it seems...","sailboat, florida, rape, sexual abuse, court case, blackmail, eroticism, sailing, seduction, everglades, heart-throb, cheerleader, menage a trois, conspiracy, duringcreditsstinger, erotic thriller, accusation, pool",Mandalay Entertainment
1806,Paulie (1998),Adventure|Children's|Comedy,1806.0,36568.0,"Paulie, a talking parrot, recounts his travels looking for his original owner to a Russian janitor who helps him to the end of his journey.","research, parrot, thief, talking animal",DreamWorks Pictures
1807,"Cool Dry Place, A (1998)",Drama,1807.0,37272.0,"Russell, a single father, balances his work as a lawyer with the care of his five-year-old son after his wife abandoned them. When she reappears creating turmoil, he must deal with his new love interest and the job opportunity of a lifetime.","love triangle, basketball, kansas, usa, single father",Jacobs/Mutrux
1809,Hana-bi (1997),Comedy|Crime|Drama,1809.0,5910.0,"Beleaguered police detective Nishi takes desperate measures to try and set things right in a world gone wrong. With his wife suffering from leukemia and his business partner paralyzed from a brutal gangster attack, Nishi borrows from a yakuza loan shark and then robs a bank to clear his debt.","sea, farewell, beach, gambling, yakuza, loss",Bandai Visual
1810,Primary Colors (1998),Drama,1810.0,9440.0,"In this adaptation of the best-selling roman à clef about Bill Clinton's 1992 run for the White House, the young and gifted Henry Burton is tapped to oversee the presidential campaign of Governor Jack Stanton. Burton is pulled into the politician's colorful world and looks on as Stanton -- who has a wandering eye that could be his downfall -- contends with his ambitious wife, Susan, and an outspoken adviser, Richard Jemmons.","usa president, the white house, presidential election, new hampshire, scandal, extramarital affair, presidential candidate",Universal Pictures
1812,Wide Awake (1998),Children's|Comedy|Drama,1812.0,32911.0,"The tale of a ten-year-old boy in a Catholic school who, following the death of his beloved grandfather, embarks on a quest to discover the meaning of life.",boys' school,Miramax
1816,Two Girls and a Guy (1997),Comedy|Drama,1816.0,32456.0,"Two women confront their boyfriend, a two-timing actor who professed eternal love to each.","love, revenge, loft, rimming",Fox Searchlight Pictures
1821,"Object of My Affection, The (1998)",Comedy|Romance,1821.0,17127.0,"A pregnant New York social worker begins to develop romantic feelings for her gay best friend, and decides she'd rather raise her child with him, much to the dismay of her overbearing boyfriend.","blind date, love, falling in love, gay theme",20th Century Fox
1825,"Player's Club, The (1998)",Action|Drama,1825.0,19848.0,"Single mother Diana struggles to provide for her child and pay for her college education. When she meets two dancers from a nearby gentlemen's club, Diana's convinced there's fast money to be made stripping.","dominatrix, stripper, strip club, single mother, catfight",New Line Cinema
1827,"Big One, The (1997)",Comedy|Documentary,1827.0,1774.0,"The Big One is an investigative documentary from director Michael Moore who goes around the country asking why big American corporations produce their product abroad where labor is cheaper while so many Americans are unemployed, losing their jobs, and would happily be hired by such companies as Nike.","prison, airport, narration, protest, ohio",Dog Eat Dog Films
1829,Chinese Box (1997),Drama|Romance,1829.0,30265.0,"The story of Hong Kong, from New Year's Day to June 30th, 1997, when the British left their colony and turned it over to the People's Republic of China.",hong kong,Canal+
1831,Lost in Space (1998),Action|Sci-Fi|Thriller,1831.0,2157.0,"The prospects for continuing life on Earth in the year 2058 are grim. So the Robinsons are launched into space to colonize Alpha Prime, the only other inhabitable planet in the galaxy. But when a stowaway sabotages the mission, the Robinsons find themselves hurtling through uncharted space.","future, time travel, robot, sabotage, deep space, 2050s",Saltire Entertainment
1833,Mercury Rising (1998),Action|Drama|Thriller,1833.0,8838.0,"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.","assassin, undercover agent, loss of loved one, fbi, autism, bangkok, thailand, national security agency (nsa), child in peril, conspiracy, asperger's syndrome",Universal Pictures
1834,"Spanish Prisoner, The (1997)",Drama|Thriller,1834.0,29193.0,An inventor of a secret process suddenly finds himself alone as both his friends and the corporation he works for turn against him.,"confidence, invention, sister, con game, corporation, neo-noir, process",Sweetland Films
1835,City of Angels (1998),Romance,1835.0,795.0,"When a guardian angel – who invisibly watches over the citizens of Los Angeles – becomes captivated by a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.","suicide, operation, life and death, afterlife, angel, faith, heaven, remake, los angeles, california, interspecies romance",Atlas Entertainment
1836,"Last Days of Disco, The (1998)",Drama,1836.0,16980.0,Two young women and their friends spend spare time at an exclusive nightclub in 1980s New York.,"depression, new york city, jealousy, dancer, sexuality, nightclub, investigation, addiction, liar, love, friends, theft, drugs, death, disco, nostalgic, pretending to be gay",Castle Rock Entertainment
1837,"Odd Couple II, The (1998)",Comedy,1837.0,27472.0,"Brucey, the son of Oscar, calls his father to invite him to his wedding to Felix's daughter next Sunday in California. Oscar and Felix meet again at Los Angeles International Airport and rent a car in order to go to San Malina for the wedding.","friendship, marriage, road trip, sequel, wedding date",Paramount Pictures
1839,My Giant (1998),Comedy,1839.0,47881.0,"Sammy, an agitated agent lost in the forest of the modern world, happens upon a gentle giant with a tall talent for friendship named Max.","tall man, romania, giant",Castle Rock Entertainment
1840,He Got Game (1998),Drama,1840.0,9469.0,A basketball player's father must try to convince him to go to a college so he can get a shorter prison sentence.,"prison, parent child relationship, forgiveness, homicide, release from prison, begnadigung, affectation, college, basketball, angry, didactic, dramatic, admiring, adoring, familiar, sympathetic, african american family",40 Acres and a Mule Filmworks
